,Match_Winner,HT_buildUpPlaySpeed,HT_buildUpPlayDribbling,HT_buildUpPlayPassing,HT_chanceCreationPassing,HT_chanceCreationCrossing,HT_chanceCreationShooting,HT_defencePressure,HT_defenceAggression,HT_defenceTeamWidth,AT_buildUpPlaySpeed,AT_buildUpPlayDribbling,AT_buildUpPlayPassing,AT_chanceCreationPassing,AT_chanceCreationCrossing,AT_chanceCreationShooting,AT_defencePressure,AT_defenceAggression,AT_defenceTeamWidth
3559,0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0
3560,0,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0
3561,1,35.0,42.0,40.0,58.0,42.0,52.0,49.0,45.0,47.0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0
3562,0,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0
3563,1,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0
3564,0,52.0,62.0,37.0,67.0,68.0,52.0,49.0,45.0,64.0,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0
3565,0,59.0,49.0,37.0,59.0,43.0,53.0,58.0,49.0,58.0,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0
3566,0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3567,1,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0,55.0,44.0,54.0,58.0,68.0,41.0,51.0,50.0,60.0
3568,1,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0,38.0,53.0,52.0,55.0,59.0,54.0,47.0,52.0,65.0
3569,1,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0
3570,0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0
3571,0,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0
3572,1,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,59.0,49.0,37.0,59.0,43.0,53.0,58.0,49.0,58.0
3573,1,55.0,44.0,54.0,58.0,68.0,41.0,51.0,50.0,60.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3574,0,38.0,53.0,52.0,55.0,59.0,54.0,47.0,52.0,65.0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0
3575,1,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0
3576,1,35.0,42.0,40.0,58.0,42.0,52.0,49.0,45.0,47.0,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0
3577,1,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0
3578,0,52.0,62.0,37.0,67.0,68.0,52.0,49.0,45.0,64.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3579,1,59.0,49.0,37.0,59.0,43.0,53.0,58.0,49.0,58.0,55.0,44.0,54.0,58.0,68.0,41.0,51.0,50.0,60.0
3580,1,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0
3581,1,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0
3582,1,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0
3583,0,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0,35.0,42.0,40.0,58.0,42.0,52.0,49.0,45.0,47.0
3584,0,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0
3585,0,55.0,44.0,54.0,58.0,68.0,41.0,51.0,50.0,60.0,52.0,62.0,37.0,67.0,68.0,52.0,49.0,45.0,64.0
3586,1,38.0,53.0,52.0,55.0,59.0,54.0,47.0,52.0,65.0,59.0,49.0,37.0,59.0,43.0,53.0,58.0,49.0,58.0
3587,1,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3588,1,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0
3589,0,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0
3590,1,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0
3591,1,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0
3592,1,52.0,62.0,37.0,67.0,68.0,52.0,49.0,45.0,64.0,56.0,55.0,46.0,38.0,52.0,68.0,45.0,50.0,59.0
3593,1,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0
3594,1,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0,40.0,53.0,53.0,40.0,66.0,48.0,36.0,41.0,52.0
3595,0,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0
3596,1,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0,40.0,53.0,53.0,40.0,66.0,48.0,36.0,41.0,52.0
3597,0,56.0,55.0,46.0,38.0,52.0,68.0,45.0,50.0,59.0,35.0,42.0,40.0,58.0,42.0,52.0,49.0,45.0,47.0
3598,1,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3599,0,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0
3600,1,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0
3601,1,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3602,0,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0
3603,0,52.0,62.0,37.0,67.0,68.0,52.0,49.0,45.0,64.0,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0
3604,0,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0
3605,1,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0
3606,0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0
3607,1,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0
3608,1,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0
3609,1,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0,35.0,42.0,40.0,58.0,42.0,52.0,49.0,45.0,47.0
3610,1,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3611,1,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0
3612,1,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0
3613,1,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0
3614,0,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0
3615,1,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0,56.0,55.0,46.0,38.0,52.0,68.0,45.0,50.0,59.0
3616,1,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0
3617,0,40.0,53.0,53.0,40.0,66.0,48.0,36.0,41.0,52.0,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0
3618,0,35.0,42.0,40.0,58.0,42.0,52.0,49.0,45.0,47.0,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0
3619,1,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0
3620,0,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0
3621,1,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0,52.0,62.0,37.0,67.0,68.0,52.0,49.0,45.0,64.0
3622,0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0
3623,0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0
3624,0,56.0,55.0,46.0,38.0,52.0,68.0,45.0,50.0,59.0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0
3625,0,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0
3626,1,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0
3627,0,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0,40.0,53.0,53.0,40.0,66.0,48.0,36.0,41.0,52.0
3628,1,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3629,0,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0
3630,1,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3631,1,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0
3632,1,56.0,55.0,46.0,38.0,52.0,68.0,45.0,50.0,59.0,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0
3633,0,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0
3634,1,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,52.0,62.0,37.0,67.0,68.0,52.0,49.0,45.0,64.0
3635,1,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0,45.0,52.0,44.0,44.0,44.0,47.0,63.0,51.0,59.0
3636,0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0
3637,1,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0
3638,0,55.0,47.0,69.0,53.0,54.0,57.0,49.0,51.0,58.0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0
3639,1,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0,56.0,55.0,46.0,38.0,52.0,68.0,45.0,50.0,59.0
3640,0,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0
3641,1,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0,40.0,53.0,53.0,40.0,66.0,48.0,36.0,41.0,52.0
3642,0,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0
3643,1,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0
3644,0,53.0,54.0,62.0,59.0,68.0,52.0,42.0,52.0,65.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3645,1,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0
3646,1,57.0,50.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0
3647,1,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0
3648,1,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0,57.0,50.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0
3649,0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0
3650,1,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0
3651,1,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0
3652,0,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3653,0,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0
3654,1,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,57.0,50.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0
3655,1,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0
3656,1,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3657,0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0
3658,1,48.0,42.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0
3659,1,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0
3660,0,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0
3661,1,57.0,50.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,57.0,50.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0
3662,0,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0,29.0,52.0,44.0,44.0,44.0,47.0,54.0,52.0,63.0
3663,0,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0
3664,1,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0
3665,1,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3666,1,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0
3667,1,30.0,45.0,35.0,38.0,56.0,55.0,51.0,38.0,59.0,45.0,42.0,36.0,69.0,69.0,50.0,64.0,58.0,42.0
3668,0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,65.0,53.0,65.0,53.0,57.0,38.0,38.0,49.0,55.0
3669,1,35.0,42.0,40.0,58.0,42.0,52.0,49.0,45.0,47.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3670,1,35.0,52.0,36.0,60.0,52.0,59.0,48.0,53.0,65.0,50.0,54.0,41.0,68.0,54.0,69.0,39.0,49.0,65.0
3671,1,47.0,52.0,51.0,67.0,67.0,54.0,52.0,37.0,55.0,62.0,51.0,52.0,60.0,55.0,64.0,37.0,56.0,49.0
3672,0,35.0,42.0,35.0,43.0,57.0,58.0,51.0,51.0,56.0,35.0,35.0,32.0,37.0,31.0,35.0,61.0,63.0,65.0
3673,1,46.0,41.0,38.0,52.0,68.0,37.0,37.0,60.0,65.0,57.0,51.0,63.0,55.0,61.0,52.0,47.0,52.0,56.0
3674,1,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0
3675,1,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3676,1,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0
3677,0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0
3678,1,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0
3679,0,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0
3680,1,48.0,42.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0
3681,1,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0
3682,1,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3683,1,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0
3684,1,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0
3685,1,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0
3686,0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0,57.0,50.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0
3687,0,29.0,52.0,44.0,44.0,44.0,47.0,54.0,52.0,63.0,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0
3688,1,57.0,50.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0
3689,1,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,48.0,42.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0
3690,0,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0
3691,0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0
3692,1,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0
3693,0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3694,1,57.0,50.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0
3695,1,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0
3696,1,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0,29.0,52.0,44.0,44.0,44.0,47.0,54.0,52.0,63.0
3697,1,48.0,42.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,57.0,50.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0
3698,0,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0
3699,1,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0
3700,0,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3701,1,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0
3702,1,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0
3703,1,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0,57.0,50.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0
3704,1,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0
3705,0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0
3706,1,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0
3707,1,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3708,0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0
3709,1,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0
3710,1,57.0,50.0,50.0,61.0,62.0,49.0,49.0,42.0,52.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3711,0,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0
3712,0,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0
3713,1,48.0,42.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0
3714,1,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0,57.0,50.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0
3715,0,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0
3716,1,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0
3717,1,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0
3718,1,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0
3719,0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0
3720,1,29.0,52.0,44.0,44.0,44.0,47.0,54.0,52.0,63.0,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0
3721,0,57.0,50.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0
3722,0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0
3723,1,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0,50.0,52.0,44.0,52.0,60.0,40.0,37.0,40.0,45.0
3724,0,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0
3725,1,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0,46.0,41.0,65.0,57.0,54.0,40.0,37.0,53.0,45.0
3726,1,48.0,42.0,36.0,36.0,52.0,55.0,47.0,48.0,44.0,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0
3727,1,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0
3728,1,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0,62.0,51.0,52.0,59.0,55.0,52.0,37.0,56.0,49.0
3729,1,36.0,35.0,51.0,36.0,49.0,56.0,61.0,65.0,65.0,29.0,52.0,44.0,44.0,44.0,47.0,54.0,52.0,63.0
3730,1,57.0,50.0,59.0,61.0,63.0,51.0,48.0,45.0,62.0,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0
3731,1,42.0,51.0,36.0,41.0,40.0,50.0,47.0,37.0,52.0,53.0,40.0,48.0,55.0,59.0,57.0,38.0,39.0,52.0
3732,0,34.0,41.0,38.0,55.0,39.0,49.0,43.0,42.0,49.0,60.0,52.0,50.0,54.0,60.0,52.0,49.0,53.0,53.0
3733,1,35.0,46.0,35.0,37.0,51.0,58.0,49.0,45.0,53.0,53.0,55.0,47.0,38.0,52.0,55.0,45.0,50.0,59.0
3734,1,53.0,53.0,53.0,53.0,52.0,60.0,42.0,48.0,59.0,51.0,52.0,48.0,53.0,54.0,57.0,49.0,51.0,58.0
3735,0,55.0,59.0,38.0,41.0,48.0,50.0,55.0,55.0,59.0,46.0,46.0,39.0,50.0,60.0,36.0,49.0,57.0,50.0
3736,1,50.0,57.0,46.0,61.0,41.0,63.0,52.0,60.0,63.0,62.0,36.0,65.0,71.0,42.0,65.0,36.0,33.0,42.0
